NR_SEQUENCIA;DS_PROC_EXAME;CD_PROCEDIMENTO;CD_PROCEDIMENTO_TUSS;IE_ORIGEM_PROCED;DS_PROC_EXAME_LOC;IE_ORIGEM_PROC_TUSS;DS_PROCEDIMENTO_TUSS;DS_TIPO_UTIL;DS_ORIGEM_PROCED
484;Fratura De Acetábulo - Redução Incruenta;30724163;;5;Fratura De Acetábulo - Redução Incruenta;8; ;Cirurgicos;CBHPM
485;Fratura De Acetábulo (Com Uma Ou Mais Abordagens) - Tratamento Cirúrgico;30724155;;5;Fratura De Acetábulo (Com Uma Ou Mais Abordagens) - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
486;Fratura E/Ou Luxação E/Ou Avulsão Coxo-Femoral - Redução Incruenta;30724171;;5;Fratura E/Ou Luxação E/Ou Avulsão Coxo-Femoral - Redução Incruenta;8; ;Cirurgicos;CBHPM
487;Fratura E/Ou Luxação E/Ou Avulsão Coxo-Femoral - Tratamento Cirúrgico;30724180;;5;Fratura E/Ou Luxação E/Ou Avulsão Coxo-Femoral - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
488;Luxação Congênita De Quadril (Redução Cirúrgica E Osteotomia) - Tratamento Cirúrgico;30724198;;5;Luxação Congênita De Quadril (Redução Cirúrgica E Osteotomia) - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
489;Luxação Congênita De Quadril (Redução Cirúrgica Simples) - Tratamento Cirúrgico;30724201;;5;Luxação Congênita De Quadril (Redução Cirúrgica Simples) - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
490;Luxação Congênita De Quadril (Redução Incruenta Com Ou Sem Tenotomia De Adutores);30724210;;5;Luxação Congênita De Quadril (Redução Incruenta Com Ou Sem Tenotomia De Adutores);8; ;Cirurgicos;CBHPM
491;Osteotomia - Fixador Externo;30724228;;5;Osteotomia - Fixador Externo;8; ;Cirurgicos;CBHPM
492;Osteotomias  Ao  Nível  Do  Colo Ou  Região Trocanteriana (Sugioka, Martin, Bombelli Etc) - Tratamen;30724236;;5;Osteotomias  Ao  Nível  Do  Colo Ou  Região Trocanteriana (Sugioka, Martin, Bombelli Etc) - Tratamen;8; ;Cirurgicos;CBHPM
493;"""Osteotomias Supra-Acetabulares (Chiari, Pemberton, """"Dial"""", Etc) - Tratamento Cirúrgico""";30724244;;5;"""Osteotomias Supra-Acetabulares (Chiari, Pemberton, """"Dial"""", Etc) - Tratamento Cirúrgico""";8; ;Cirurgicos;CBHPM
494;Punção-Biópsia Coxo-Femoral-Artrocentese;30724252;;5;Punção-Biópsia Coxo-Femoral-Artrocentese;8; ;Cirurgicos;CBHPM
495;Reconstrução De Quadril Com Fixador Externo;30724260;;5;Reconstrução De Quadril Com Fixador Externo;8; ;Cirurgicos;CBHPM
496;Revisão De Artroplastias De Quadril Com Retirada De Componentes E Implante De Prótese;30724279;;5;Revisão De Artroplastias De Quadril Com Retirada De Componentes E Implante De Prótese;8; ;Cirurgicos;CBHPM
497;Tratamento  De Necrose  Avascular  Por Foragem De Estaqueamento Associada À Necrose Microcirúrgica  ;30724287;;5;Tratamento  De Necrose  Avascular  Por Foragem De Estaqueamento Associada À Necrose Microcirúrgica  ;8; ;Cirurgicos;CBHPM
498;Alongamento / Transporte Ósseo / Pseudoartrose Com Fixador Externo;30725011;;5;Alongamento / Transporte Ósseo / Pseudoartrose Com Fixador Externo;8; ;Cirurgicos;CBHPM
499;Alongamento De Fêmur - Tratamento Cirúrgico;30725020;;5;Alongamento De Fêmur - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
500;Amputação Ao Nível Da Coxa - Tratamento Cirúrgico;30725038;;5;Amputação Ao Nível Da Coxa - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
501;Biópsia Cirúrgica De Fêmur;30725046;;5;Biópsia Cirúrgica De Fêmur;8; ;Cirurgicos;CBHPM
502;Correção De Deformidade Adquirida De Fêmur Com Fixador Externo;30725054;;5;Correção De Deformidade Adquirida De Fêmur Com Fixador Externo;8; ;Cirurgicos;CBHPM
503;Descolamento Epifisário (Traumático Ou Não) - Redução Incruenta;30725062;;5;Descolamento Epifisário (Traumático Ou Não) - Redução Incruenta;8; ;Cirurgicos;CBHPM
504;Descolamento Epifisário (Traumático Ou Não) - Tratamento Cirúrgico;30725070;;5;Descolamento Epifisário (Traumático Ou Não) - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
505;Encurtamento De Fêmur - Tratamento Cirúrgico;30725089;;5;Encurtamento De Fêmur - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
506;Epifisiodese (Por Segmento) - Tratamento Cirúrgico;30725097;;5;Epifisiodese (Por Segmento) - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
507;Fraturas De Fêmur - Redução Incruenta;30725119;;5;Fraturas De Fêmur - Redução Incruenta;8; ;Cirurgicos;CBHPM
508;Fraturas De Fêmur - Tratamento Cirúrgico;30725127;;5;Fraturas De Fêmur - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
509;Fraturas,  Pseudartroses,  Correção  De  Deformidades E  Alongamentos Com Fixador Externo Dinâmico -;30725135;;5;Fraturas,  Pseudartroses,  Correção  De  Deformidades E  Alongamentos Com Fixador Externo Dinâmico -;8; ;Cirurgicos;CBHPM
510;Osteomielite De Fêmur - Tratamento Cirúrgico;30725143;;5;Osteomielite De Fêmur - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
280;Descompressão Medular E/Ou Cauda Equina;30715091;;5;Descompressão Medular E/Ou Cauda Equina;8; ;Cirurgicos;CBHPM
281;Dorso Curvo / Escoliose / Giba Costal - Tratamento Cirúrgico;30715105;;5;Dorso Curvo / Escoliose / Giba Costal - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
282;Espondilolistese - Tratamento Cirúrgico;30715113;;5;Espondilolistese - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
283;Fratura Do Cóccix - Redução Incruenta;30715130;;5;Fratura Do Cóccix - Redução Incruenta;8; ;Cirurgicos;CBHPM
284;Fratura Do Cóccix - Tratamento Cirúrgico;30715148;;5;Fratura Do Cóccix - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
285;Fratura E/Ou Luxação De Coluna Vertebral - Redução Incruenta;30715156;;5;Fratura E/Ou Luxação De Coluna Vertebral - Redução Incruenta;8; ;Cirurgicos;CBHPM
286;Fraturas Ou Fratura-Luxação De Coluna - Tratamento Cirúrgico;30715164;;5;Fraturas Ou Fratura-Luxação De Coluna - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
287;Hemivértebra - Ressecção Via Anterior Ou Posterior - Tratamento Cirúrgico;30715172;;5;Hemivértebra - Ressecção Via Anterior Ou Posterior - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
288;Hérnia De Disco Cervical - Tratamento Cirúrgico;30715393;;5;Hérnia De Disco Cervical - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
289;Hérnia De Disco Tóraco-Lombar - Tratamento Cirúrgico;30715180;;5;Hérnia De Disco Tóraco-Lombar - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
290;Laminectomia Por Segmento (Aracnoidite, Abscesso Epidural);30715199;;5;Laminectomia Por Segmento (Aracnoidite, Abscesso Epidural);8; ;Cirurgicos;CBHPM
291;Osteomielite De Coluna - Tratamento Cirúrgico;30715210;;5;Osteomielite De Coluna - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
292;Osteotomia De Coluna Vertebral - Tratamento Cirúrgico;30715229;;5;Osteotomia De Coluna Vertebral - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
293;Outras Afecções Da Coluna - Tratamento Incruento;30715237;;5;Outras Afecções Da Coluna - Tratamento Incruento;8; ;Cirurgicos;CBHPM
294;Pseudartrose De Coluna - Tratamento Cirúrgico;30715245;;5;Pseudartrose De Coluna - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
295;Punção Liquórica;30715253;;5;Punção Liquórica;8; ;Cirurgicos;CBHPM
296;Retirada De Corpo Estranho - Tratamento Cirúrgico;30715261;;5;Retirada De Corpo Estranho - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
297;Retirada De Material De Síntese - Tratamento Cirúrgico;30715270;;5;Retirada De Material De Síntese - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
298;Substituição De Corpo Vertebral;30715288;;5;Substituição De Corpo Vertebral;8; ;Cirurgicos;CBHPM
299;Tração Cervical Transesquelética;30715296;;5;Tração Cervical Transesquelética;8; ;Cirurgicos;CBHPM
300;Tratamento Cirúrgico Da Cifose Infantil;30715300;;5;Tratamento Cirúrgico Da Cifose Infantil;8; ;Cirurgicos;CBHPM
301;Tratamento Cirúrgico Da Lesão Traumática Raquimedular;30715318;;5;Tratamento Cirúrgico Da Lesão Traumática Raquimedular;8; ;Cirurgicos;CBHPM
302;Tratamento Cirúrgico Das Malformações Craniovertebrais;30715326;;5;Tratamento Cirúrgico Das Malformações Craniovertebrais;8; ;Cirurgicos;CBHPM
303;Tratamento Cirúrgico Do Disrafismo;30715334;;5;Tratamento Cirúrgico Do Disrafismo;8; ;Cirurgicos;CBHPM
304;Tratamento Conservador Do Traumatismo Raquimedular (Por Dia);30715342;;5;Tratamento Conservador Do Traumatismo Raquimedular (Por Dia);8; ;Cirurgicos;CBHPM
305;Tratamento Microcirúrgico Das Lesões Intramedulares (Tumor, Malformações Arteriovenosas, Siringomiel;30715350;;5;Tratamento Microcirúrgico Das Lesões Intramedulares (Tumor, Malformações Arteriovenosas, Siringomiel;8; ;Cirurgicos;CBHPM
306;Tratamento Microcirúrgico Do Canal Vertebral Estreito Por Segmento;30715369;;5;Tratamento Microcirúrgico Do Canal Vertebral Estreito Por Segmento;8; ;Cirurgicos;CBHPM
307;Tratamento Pré-Natal Dos Disrafismos Espinhais;30715377;;5;Tratamento Pré-Natal Dos Disrafismos Espinhais;8; ;Cirurgicos;CBHPM
308;Tumor Ósseo Vertebral - Ressecção Com Substituição Com Ou Sem Instrumentação - Tratamento Cirúrgico;30715385;;5;Tumor Ósseo Vertebral - Ressecção Com Substituição Com Ou Sem Instrumentação - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
309;Artrodese Ao Nível Do Ombro - Tratamento Cirúrgico;30717019;;5;Artrodese Ao Nível Do Ombro - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
310;Artroplastia Escápulo Umeral Com Implante - Tratamento Cirúrgico;30717027;;5;Artroplastia Escápulo Umeral Com Implante - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
311;Artrotomia Glenoumeral - Tratamento Cirúrgico;30717035;;5;Artrotomia Glenoumeral - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
312;Biópsia Cirúrgica Da Cintura Escapular;30717043;;5;Biópsia Cirúrgica Da Cintura Escapular;8; ;Cirurgicos;CBHPM
313;Deformidade (Doença) Sprengel - Tratamento Cirúrgico;30717051;;5;Deformidade (Doença) Sprengel - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
314;Desarticulação Ao Nível Do Ombro - Tratamento Cirúrgico;30717060;;5;Desarticulação Ao Nível Do Ombro - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
315;Escápula Em Ressalto - Tratamento Cirúrgico;30717078;;5;Escápula Em Ressalto - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
316;Fraturas E/Ou Luxações E/Ou Avulsões - Redução Incruenta;30717094;;5;Fraturas E/Ou Luxações E/Ou Avulsões - Redução Incruenta;8; ;Cirurgicos;CBHPM
317;Fraturas E/Ou Luxações E/Ou Avulsões - Tratamento Cirúrgico;30717108;;5;Fraturas E/Ou Luxações E/Ou Avulsões - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
318;Luxações Crônicas Inveteradas E Recidivantes - Tratamento Cirúrgico;30717116;;5;Luxações Crônicas Inveteradas E Recidivantes - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
319;Osteomielite Ao Nível Da Cintura Escapular - Tratamento Cirúrgico;30717124;;5;Osteomielite Ao Nível Da Cintura Escapular - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
320;Pseudartroses E/Ou Osteotomias Da Cintura Escapular - Tratamento Cirúrgico;30717132;;5;Pseudartroses E/Ou Osteotomias Da Cintura Escapular - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
321;Ressecção Parcial Ou Total De Clavícula - Tratamento Cirúrgico;30717140;;5;Ressecção Parcial Ou Total De Clavícula - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
322;Revisão Cirúrgica De Prótese De Ombro;30717159;;5;Revisão Cirúrgica De Prótese De Ombro;8; ;Cirurgicos;CBHPM
323;Transferências Musculares Ao Nível Do Ombro - Tratamento Cirúrgico;30717167;;5;Transferências Musculares Ao Nível Do Ombro - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
324;Amputação Ao Nível Do Braço - Tratamento Cirúrgico;30718015;;5;Amputação Ao Nível Do Braço - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
325;Biópsia Cirúrgica Do Úmero;30718023;;5;Biópsia Cirúrgica Do Úmero;8; ;Cirurgicos;CBHPM
326;Fixador Externo Dinâmico Com Ou Sem Alongamento - Tratamento Cirúrgico;30718031;;5;Fixador Externo Dinâmico Com Ou Sem Alongamento - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
327;Fratura (Incluindo Descolamento Epifisário) - Redução Incruenta;30718040;;5;Fratura (Incluindo Descolamento Epifisário) - Redução Incruenta;8; ;Cirurgicos;CBHPM
328;Fratura (Incluindo Descolamento Epifisário) - Tratamento Cirúrgico;30718058;;5;Fratura (Incluindo Descolamento Epifisário) - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
329;Fraturas E Pseudartroses - Fixador Externo - Tratamento Cirúrgico;30718074;;5;Fraturas E Pseudartroses - Fixador Externo - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
330;Osteomielite De Úmero - Tratamento Cirúrgico;30718082;;5;Osteomielite De Úmero - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
331;Pseudartroses, Osteotomias, Alongamentos/Encurtamentos - Tratamento Cirúrgico;30718090;;5;Pseudartroses, Osteotomias, Alongamentos/Encurtamentos - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
332;Artrodese - Tratamento Cirúrgico;30719011;;5;Artrodese - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
333;Artrodiastase - Tratamento Cirúrgico Com Fixador Externo;30719135;;5;Artrodiastase - Tratamento Cirúrgico Com Fixador Externo;8; ;Cirurgicos;CBHPM
334;Artroplastia Com Implante - Tratamento Cirúrgico;30719020;;5;Artroplastia Com Implante - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
335;Artroplastias Sem Implante - Tratamento Cirúrgico;30719038;;5;Artroplastias Sem Implante - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
336;Artrotomia De Cotovelo - Tratamento Cirúrgico;30719046;;5;Artrotomia De Cotovelo - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
337;Biópsia Cirúrgica De Cotovelo;30719054;;5;Biópsia Cirúrgica De Cotovelo;8; ;Cirurgicos;CBHPM
338;Desarticulação Ao Nível Do Cotovelo - Tratamento Cirúrgico;30719062;;5;Desarticulação Ao Nível Do Cotovelo - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
339;Fraturas / Pseudartroses / Artroses / Com Fixador Externo Dinâmico - Tratamento Cirúrgico;30719089;;5;Fraturas / Pseudartroses / Artroses / Com Fixador Externo Dinâmico - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
340;Fraturas E Ou Luxações - Redução Incruenta;30719097;;5;Fraturas E Ou Luxações - Redução Incruenta;8; ;Cirurgicos;CBHPM
341;Fraturas E Ou Luxações - Tratamento Cirúrgico;30719100;;5;Fraturas E Ou Luxações - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
342;Lesões Ligamentares - Redução Incruenta;30719119;;5;Lesões Ligamentares - Redução Incruenta;8; ;Cirurgicos;CBHPM
343;Tendinites, Sinovites E Artrites - Tratamento Cirúrgico;30719127;;5;Tendinites, Sinovites E Artrites - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
344;Abaixamento Miotendinoso No Antebraço;30720010;;5;Abaixamento Miotendinoso No Antebraço;8; ;Cirurgicos;CBHPM
345;Alongamento Dos Ossos Do Antebraço Com Fixador Externo Dinâmico - Tratamento Cirúrgico;30720028;;5;Alongamento Dos Ossos Do Antebraço Com Fixador Externo Dinâmico - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
346;Amputação Ao Nível Do Antebraço - Tratamento Cirúrgico;30720036;;5;Amputação Ao Nível Do Antebraço - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
347;Biópsia Cirúrgica Do Antebraço;30720044;;5;Biópsia Cirúrgica Do Antebraço;8; ;Cirurgicos;CBHPM
348;Contratura Isquêmica De Volkmann - Tratamento Cirúrgico;30720052;;5;Contratura Isquêmica De Volkmann - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
349;Correção De Deformidade Adquirida De Antebraço Com Fixador Externo;30720060;;5;Correção De Deformidade Adquirida De Antebraço Com Fixador Externo;8; ;Cirurgicos;CBHPM
350;Encurtamento Segmentar Dos Ossos Do Antebraço Com Osteossíntese - Tratamento Cirúrgico;30720079;;5;Encurtamento Segmentar Dos Ossos Do Antebraço Com Osteossíntese - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
351;Fratura E/Ou Luxações (Incluindo Descolamento Epifisário Cotovelo-Punho) - Tratamento Cirúrgico;30720095;;5;Fratura E/Ou Luxações (Incluindo Descolamento Epifisário Cotovelo-Punho) - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
352;Fratura E/Ou Luxações (Incluindo Descolamento Epifisário) - Redução Incruenta;30720109;;5;Fratura E/Ou Luxações (Incluindo Descolamento Epifisário) - Redução Incruenta;8; ;Cirurgicos;CBHPM
353;Fratura Viciosamente Consolidada De Antebraço - Tratamento Cirúrgico;30720117;;5;Fratura Viciosamente Consolidada De Antebraço - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
354;Osteomielite Dos Ossos Do Antebraço - Tratamento Cirúrgico;30720125;;5;Osteomielite Dos Ossos Do Antebraço - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
355;Pseudartroses E Ou Osteotomias - Tratamento Cirúrgico;30720133;;5;Pseudartroses E Ou Osteotomias - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
356;Ressecção Da Cabeça Do Rádio E/ Ou Da Extremidade Distal Ulna - Tratamento Cirúrgico;30720141;;5;Ressecção Da Cabeça Do Rádio E/ Ou Da Extremidade Distal Ulna - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
357;Ressecção Do Processo Estilóide Do Rádio - Tratamento Cirúrgico;30720150;;5;Ressecção Do Processo Estilóide Do Rádio - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
358;Sinostose Rádio-Ulnar - Tratamento Cirúrgico;30720168;;5;Sinostose Rádio-Ulnar - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
359;Tratamento Cirúrgico De Fraturas Com Fixador Externo;30720176;;5;Tratamento Cirúrgico De Fraturas Com Fixador Externo;8; ;Cirurgicos;CBHPM
360;Agenesia De Rádio (Centralização Da Ulna No Carpo);30721016;;5;Agenesia De Rádio (Centralização Da Ulna No Carpo);8; ;Cirurgicos;CBHPM
361;Alongamento Do Rádio/Ulna - Tratamento Cirúrgico;30721024;;5;Alongamento Do Rádio/Ulna - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
362;Artrodese - Fixador Externo;30721040;;5;Artrodese - Fixador Externo;8; ;Cirurgicos;CBHPM
363;Artrodese Entre Os Ossos Do Carpo;30721032;;5;Artrodese Entre Os Ossos Do Carpo;8; ;Cirurgicos;CBHPM
364;Artrodese Rádio-Cárpica Ou Do Punho;30721059;;5;Artrodese Rádio-Cárpica Ou Do Punho;8; ;Cirurgicos;CBHPM
365;Artroplastia Do Punho (Com Implante) - Tratamento Cirúrgico;30721067;;5;Artroplastia Do Punho (Com Implante) - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
366;Artroplastia Para Ossos Do Carpo (Com Implante) - Tratamento Cirúrgico;30721075;;5;Artroplastia Para Ossos Do Carpo (Com Implante) - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
367;Artrotomia - Tratamento Cirúrgico;30721083;;5;Artrotomia - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
368;Biópsia Cirúrgica De Punho;30721091;;5;Biópsia Cirúrgica De Punho;8; ;Cirurgicos;CBHPM
369;Coto De Amputação Punho E Antebraço - Revisão;30721105;;5;Coto De Amputação Punho E Antebraço - Revisão;8; ;Cirurgicos;CBHPM
370;Desarticulação Do Punho - Tratamento Cirúrgico;30721113;;5;Desarticulação Do Punho - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
371;Encurtamento Rádio/Ulnar;30721121;;5;Encurtamento Rádio/Ulnar;8; ;Cirurgicos;CBHPM
372;Fratura De Osso Do Carpo - Redução Cirúrgica;30721148;;5;Fratura De Osso Do Carpo - Redução Cirúrgica;8; ;Cirurgicos;CBHPM
373;Fratura Do Carpo - Redução Incruenta;30721156;;5;Fratura Do Carpo - Redução Incruenta;8; ;Cirurgicos;CBHPM
374;Fraturas - Fixador Externo;30721164;;5;Fraturas - Fixador Externo;8; ;Cirurgicos;CBHPM
375;Fraturas E/Ou Luxações Do Punho - Redução Incruenta;30721180;;5;Fraturas E/Ou Luxações Do Punho - Redução Incruenta;8; ;Cirurgicos;CBHPM
376;Fraturas E/Ou Luxações Do Punho - Tratamento Cirúrgico;30721199;;5;Fraturas E/Ou Luxações Do Punho - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
377;Luxação Do Carpo - Redução Incruenta;30721202;;5;Luxação Do Carpo - Redução Incruenta;8; ;Cirurgicos;CBHPM
378;Pseudartroses - Tratamento Cirúrgico;30721210;;5;Pseudartroses - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
379;Reparação Ligamentar Do Carpo;30721237;;5;Reparação Ligamentar Do Carpo;8; ;Cirurgicos;CBHPM
380;Ressecção De Osso Do Carpo - Tratamento Cirúrgico;30721229;;5;Ressecção De Osso Do Carpo - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
381;Sinovectomia De Punho - Tratamento Cirúrgico;30721245;;5;Sinovectomia De Punho - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
382;Transposição Do Rádio Para Ulna;30721253;;5;Transposição Do Rádio Para Ulna;8; ;Cirurgicos;CBHPM
383;Abscesso De Mão E Dedos - Tenossinovites / Espaços Palmares / Dorsais E Comissurais - Tratamento Cir;30722012;;5;Abscesso De Mão E Dedos - Tenossinovites / Espaços Palmares / Dorsais E Comissurais - Tratamento Cir;8; ;Cirurgicos;CBHPM
384;Abscessos De Dedo (Drenagem) - Tratamento Cirúrgico;30722039;;5;Abscessos De Dedo (Drenagem) - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
385;Alongamento/Transporte Ósseo Com Fixador Externo;30722047;;5;Alongamento/Transporte Ósseo Com Fixador Externo;8; ;Cirurgicos;CBHPM
386;Alongamentos Tendinosos De Mão;30722055;;5;Alongamentos Tendinosos De Mão;8; ;Cirurgicos;CBHPM
387;Amputação Ao Nível Dos Metacarpianos - Tratamento Cirúrgico;30722063;;5;Amputação Ao Nível Dos Metacarpianos - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
388;Amputação De Dedo (Cada) - Tratamento Cirúrgico;30722071;;5;Amputação De Dedo (Cada) - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
389;Amputação Transmetacarpiana;30722080;;5;Amputação Transmetacarpiana;8; ;Cirurgicos;CBHPM
390;Amputação Transmetacarpiana Com Transposição De Dedo;30722098;;5;Amputação Transmetacarpiana Com Transposição De Dedo;8; ;Cirurgicos;CBHPM
